what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1289894260939
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1289894260939
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1289894260939
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1289894260939
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1289894260939
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1289894260939
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1289894260939
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1289894260939
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1289894260939
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1289894260939
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1289894260939
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1289894260939
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1289894260939
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1289894260939
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1289894260939
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1289894260939
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1289894260939
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1289894260939
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1289894260939
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1289894260939
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1289894260939
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1289894260939
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1289894260939
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1289894260939
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1289894260939
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1289894260939
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1289894260939
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1289894260939
started,bundle,org.tigris.subversion.subclipse.core,1.0.0,"org.tigris.subversion.subclipse.core",1289894260939
started,bundle,com.python.pydev,1.6.3.2010100513,"com.python.pydev",1289894260939
started,bundle,com.python.pydev.analysis,1.6.3.2010100513,"com.python.pydev.analysis",1289894260939
started,bundle,com.python.pydev.codecompletion,1.6.3.2010100513,"com.python.pydev.codecompletion",1289894260939
started,bundle,com.python.pydev.refactoring,1.6.3.2010100513,"com.python.pydev.refactoring",1289894260939
started,bundle,org.python.pydev,1.6.3.2010100513,"org.python.pydev",1289894260939
started,bundle,org.python.pydev.core,1.6.3.2010100513,"org.python.pydev.core",1289894260939
started,bundle,org.python.pydev.debug,1.6.3.2010100513,"org.python.pydev.debug",1289894260939
started,bundle,org.python.pydev.django,1.6.3.2010100513,"org.python.pydev.django",1289894260939
started,bundle,org.python.pydev.jython,1.6.3.2010100513,"org.python.pydev.jython",1289894260939
started,bundle,org.python.pydev.parser,1.6.3.2010100513,"org.python.pydev.parser",1289894260939
started,bundle,org.python.pydev.red_core,1.6.3.2010100513,"org.python.pydev.red_core",1289894260939
started,bundle,org.python.pydev.refactoring,1.6.3.2010100513,"org.python.pydev.refactoring",1289894260939
os,sysinfo,,,"win32",1289894260949
arch,sysinfo,,,"x86",1289894260949
ws,sysinfo,,,"win32",1289894260949
locale,sysinfo,,,"en_US",1289894260949
processors,sysinfo,,,"1",1289894260949
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1289894260949
java.runtime.version,sysinfo,,,"1.6.0_19-b04",1289894260949
java.specification.name,sysinfo,,,"Java Platform API Specification",1289894260949
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1289894260949
java.specification.version,sysinfo,,,"1.6",1289894260949
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1289894260949
java.version,sysinfo,,,"1.6.0_19",1289894260949
java.vm.info,sysinfo,,,"mixed mode",1289894260949
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1289894260949
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1289894260949
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1289894260949
java.vm.specification.version,sysinfo,,,"1.0",1289894260949
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1289894260949
java.vm.version,sysinfo,,,"16.2-b04",1289894260949
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1289894261460
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1289894261690
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1289894262922
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1289894262932
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1289894263022
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1289894263032
error,log,,,"No subversion client interface found.",1289894263653
stopped,bundle,org.tigris.subversion.subclipse.ui,1.0.0,"org.tigris.subversion.subclipse.ui",1289894263713
error,log,,,"Plug-in org.tigris.subversion.subclipse.ui was unable to load class org.tigris.subversion.subclipse.ui.decorator.SVNLightweightDecorator.",1289894263823
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1289894265906
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1289894266707
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1289894267318
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1289894267889
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1289894267899
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1289894268680
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1289894270162
error,log,,,"org.tigris.subversion.javahl.ClientException: Path is not a working copy directory\nsvn: 'C:\\Documents and Settings\\dell\\BitNami DjangoStack projects\\qr' is not a working copy\n",1289894270273
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1289894270333
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1289894270403
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1289894270583
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1289894270884
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1289894271074
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1289894271094
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1289894271735
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1289894271905
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1289894271945
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1289894272866
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1289894272926
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289894275901
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289894291633
started,bundle,org.python.pydev.customizations,1.6.3.2010100513,"org.python.pydev.customizations",1289894295749
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289894301608
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1289894379089
